,channel_name,video_name,views,url
158,Thu Vu data analytics,Project #2: Exploratory Data Analysis on Covid-19 Dataset | Data Profiling & Visualization,3933,www.youtube.com/watch?v=IjLRk2Q_A0U
159,Thu Vu data analytics,👩‍💼 How to Ace Data Analyst Interviews // Prepare With Me ft. Alex the analyst,3400,www.youtube.com/watch?v=LEH8TtCCYbM
160,Thu Vu data analytics,👩‍💻 A day in my life as a Data Science Consultant // WFH edition,1521,www.youtube.com/watch?v=CmC3FixsdIk
161,Thu Vu data analytics,My Best R Tips for Data Analysts and Scientists,1747,www.youtube.com/watch?v=Y0c6cdbs4og
162,Thu Vu data analytics,👩‍💻 Learn Data Analyses and Statistics Faster: Best Visual Learning Resources,2324,www.youtube.com/watch?v=XAoZbtIsgU0
163,Thu Vu data analytics,📶 Google Data Analytics Certificate // Is it worth it + Pros and Cons,3644,www.youtube.com/watch?v=Q9LkrbgaRUI
164,Thu Vu data analytics,How I Got a Data Analyst Job 🤩// Economics to Data Analyst Transition,6743,www.youtube.com/watch?v=C9dWbD1Rrvc
165,Thu Vu data analytics,🤔How to Stand Out as a Junior Data Scientist/ Data Analyst,3938,www.youtube.com/watch?v=85X8D0-5mfc
166,Thu Vu data analytics,Data Analyst Skill Stack // How I Became A Data Analyst,10406,www.youtube.com/watch?v=5LWoJAh-kww
167,Thu Vu data analytics,Effective visual note-taking on iPad + Downloadable resources,2589,www.youtube.com/watch?v=_RzoHVWKwq4
168,Thu Vu data analytics,Data scientist is NOT the only SEXY job // All data careers explained,2406,www.youtube.com/watch?v=hWKLO7GtpiU
169,Thu Vu data analytics,"How I take notes on iPad Pro | Notion, Notes, Procreate for study and personal projects",2276,www.youtube.com/watch?v=dBZqggW22rs
170,Thu Vu data analytics,How to stay focused and productive online with these computer tricks,1208,www.youtube.com/watch?v=QDdqsFCIxIk
171,Alex The Analyst,Microsoft Power BI for Beginners | Installing Power BI | Building First Visualization,9784,www.youtube.com/watch?v=g0m5sEHPU-s
172,Alex The Analyst,MySQL vs Postgresql vs Microsoft SQL Server | Which Option is Best?,15916,www.youtube.com/watch?v=Q7i6zxHVj2Q
173,Alex The Analyst,Top 3 Tips to Stop Procrastinating to be Successful,24023,www.youtube.com/watch?v=ddn-2r1j_OU
174,Alex The Analyst,SQL vs NoSQL | What's the Difference?,27568,www.youtube.com/watch?v=Pf-9pjJK1e0
175,Alex The Analyst,Database vs Data Warehouse vs Data Lake | What is the Difference?,144680,www.youtube.com/watch?v=-bSkREem8dM
176,Alex The Analyst,How I Manage My Time Working 60+ Hours Per Week | Alex The Analyst Show | Episode 22,8155,www.youtube.com/watch?v=xKdtP3IZbnU
177,Alex The Analyst,200k Livestream! | Shaving | Puppies | Giveaway,2982,www.youtube.com/watch?v=GsAXOr715AU
178,Alex The Analyst,Things I HATE About Being a Data Analyst,15845,www.youtube.com/watch?v=2JnlQ8jwWbE
179,Alex The Analyst,Best Website to Practice Technical Interview Questions,11606,www.youtube.com/watch?v=hNTNZ00cZig
180,Alex The Analyst,Pros and Cons of Working Remote | Alex The Analyst Show | Episode 21,5394,www.youtube.com/watch?v=gz2j5NBESSs
181,Alex The Analyst,Full Project in Excel | Excel Tutorials for Beginners,45217,www.youtube.com/watch?v=opJgMj1IUrc
182,Alex The Analyst,Top 5 Non-Technical Skills for Data Analysts,15906,www.youtube.com/watch?v=yRWkSKRYCaI
183,Alex The Analyst,Cleaning Data in Excel | Excel Tutorials for Beginners,42433,www.youtube.com/watch?v=_jmiEGZ6PIY
184,Alex The Analyst,Tableau Data Analyst Certification Review,22182,www.youtube.com/watch?v=4A8LV6fObYA
185,Alex The Analyst,Job Title Alternatives for Data Analysts,20437,www.youtube.com/watch?v=MPENhkuSo0Q
186,Alex The Analyst,Best Coursera Courses for Data Analysts in 2022,35847,www.youtube.com/watch?v=3irO29PJQHs
187,Alex The Analyst,Understanding Your Data Analyst Salary Offer | What To Know Before Accepting,16142,www.youtube.com/watch?v=uHJFJUIYNAo
188,Alex The Analyst,Charts in Excel | Excel Tutorials for Beginners,11029,www.youtube.com/watch?v=gMAHXrty6wI
189,Alex The Analyst,How I became a Data Analytics Manager | Alex The Analyst Show | Episode 20,19136,www.youtube.com/watch?v=BIUFr9srS78
190,Alex The Analyst,Conditional Formatting in Excel | Excel Tutorials for Beginners,13516,www.youtube.com/watch?v=_eZRkmRfVTM
191,Alex The Analyst,150k Subscriber Livestream!!,3365,www.youtube.com/watch?v=s3JmRxs53W4
192,Alex The Analyst,How To Become A Data Analyst In 2022,258826,www.youtube.com/watch?v=yDG5KiiOZcQ
193,Alex The Analyst,XLOOKUP in Excel | Excel Tutorials for Beginners,15954,www.youtube.com/watch?v=Z7hPEwCzk2s
194,Alex The Analyst,Formulas in Excel | Excel Tutorials for Beginners,22967,www.youtube.com/watch?v=XRPyj7cKVsQ
195,Alex The Analyst,Pivot Tables in Excel | Excel Tutorials for Beginners,37172,www.youtube.com/watch?v=lH7HfwUFnYA
196,Alex The Analyst,Tableau Tutorial for Beginners | Full Project | Part 5/5,30530,www.youtube.com/watch?v=zOR0-nygfDE
197,Alex The Analyst,Tableau Tutorial for Beginners | Joins | Part 4/5,16413,www.youtube.com/watch?v=A4SVUF-fTwc
198,Alex The Analyst,Top 5 Major Red Flags in Job Descriptions,13987,www.youtube.com/watch?v=FnTunxd8tAM
199,Alex The Analyst,Truth About My Job (Song) - As a Data Analyst,8536,www.youtube.com/watch?v=-_z_aphWSEo
200,Alex The Analyst,How to Grow Your Analytics Career | Alteryx Webinar Oct 2021 | Tips to Break Into Analytics,10302,www.youtube.com/watch?v=pL0jEjeM5hI
201,Alex The Analyst,Choosing a Domain to Make More Money,13920,www.youtube.com/watch?v=eg_5EAUXs5o
202,Alex The Analyst,Tableau Tutorial for Beginners | Density Maps | Bar and Line Graphs | More Visualizations | Part 3/5,23679,www.youtube.com/watch?v=ebjDwX8sUMk
203,Alex The Analyst,Tableau Tutorial for Beginners | Calculated Fields | Bins | Part 2/5,26570,www.youtube.com/watch?v=f6qxxtWkaUg
204,Alex The Analyst,Tableau Tutorial for Beginners | Installing Tableau | Building First Visualization | Part 1/5,92193,www.youtube.com/watch?v=6xv1KvCMF1Q
205,Alex The Analyst,How NOT to Become a Data Analyst (Funny?),15707,www.youtube.com/watch?v=465x3JmMJYU
206,Alex The Analyst,100k Subscriber Play Button Unboxing,2520,www.youtube.com/watch?v=Ns1ZpTxQnUE
207,Alex The Analyst,Amazon Web Scraping Using Python | Data Analyst Portfolio Project,54198,www.youtube.com/watch?v=HiOtQMcI5wg
208,Alex The Analyst,Interviewing with PwC for a Senior Data Analyst Position,57344,www.youtube.com/watch?v=CUa30M_FPhk
209,Alex The Analyst,100k Livestream | Announcing Giveaway Winners | Trimming Mustache | Answering Questions,4660,www.youtube.com/watch?v=DKrSgSy6F1o
210,Alex The Analyst,I Am No Longer a Data Analyst | Turning Down PwC | New Job,118982,www.youtube.com/watch?v=_zxPx1PQCqI
211,Alex The Analyst,When To Start Applying To Your First Data Analyst Job,34717,www.youtube.com/watch?v=UGF49YZZRNc
212,Alex The Analyst,Why You Need to Stop Taking Courses (From an Ex-Course Addict),124211,www.youtube.com/watch?v=aLp-6C-p-T0
213,Alex The Analyst,How to Create a Portfolio Website for FREE,77168,www.youtube.com/watch?v=ocdwh0KYeUs
214,Alex The Analyst,Data Analyst Portfolio Project | Correlation in Python | Project 4/4,55497,www.youtube.com/watch?v=iPYVYBtUTyE
215,Alex The Analyst,How To Get a Data Analyst Job (with No Experience),252094,www.youtube.com/watch?v=dMHWOhgzUhU
216,Alex The Analyst,My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19,5507,www.youtube.com/watch?v=A-LkxegXFX8
217,Alex The Analyst,Favorite Tableau and Power BI Courses on Udemy,18845,www.youtube.com/watch?v=RJw-GSXXguA
218,Alex The Analyst,Data Analyst Portfolio Project | Data Cleaning in SQL | Project 3/4,91300,www.youtube.com/watch?v=8rO7ztF4NtU
219,Alex The Analyst,Data Analyst Portfolio Project | Tableau Visualization | Project 2/4,150384,www.youtube.com/watch?v=QILNlRvJlfQ
220,Alex The Analyst,Asking My Family What I Do For a Living,3452,www.youtube.com/watch?v=SVv0WwPzaUg
221,Alex The Analyst,Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4,523580,www.youtube.com/watch?v=qfyynHBFOsM
222,Alex The Analyst,Advanced SQL Tutorial | Subqueries,73580,www.youtube.com/watch?v=m1KcNV-Zhmc
223,Alex The Analyst,Data Analyst Q/A #6 | Why Am I Not a Data Scientist?,18773,www.youtube.com/watch?v=IZRe0nwkuXc
224,Alex The Analyst,Google vs IBM Data Analytics Certificates | Which is Better?,169929,www.youtube.com/watch?v=9RRQtNnq3s0
225,Alex The Analyst,Data Analyst Reacts: How to Go From Data Analyst to Data Scientist,17987,www.youtube.com/watch?v=qewHAdfzLOw
226,Alex The Analyst,Laptops for Data Analysts |  Specifications + Recommendations,78136,www.youtube.com/watch?v=bHssBHfHWmU
227,Alex The Analyst,Best Machine Learning Courses on Coursera,21993,www.youtube.com/watch?v=A4OVjWeVb10
228,Alex The Analyst,Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,12891,www.youtube.com/watch?v=SIseim20_Dc
229,Alex The Analyst,Advanced SQL Tutorial | Stored Procedures + Use Cases,73580,www.youtube.com/watch?v=NrBJmtD0kEw
230,Alex The Analyst,Google Data Analytics Professional Certificate | It's Finally Here!,270465,www.youtube.com/watch?v=wnapnTAMj68
231,Alex The Analyst,Google Data Analytics Certificate | Coming Out Soon!,50526,www.youtube.com/watch?v=duMcYRtQITA
232,Alex The Analyst,Reviewing Your Data Analyst Resumes | Part 2,14186,www.youtube.com/watch?v=QG1fo7LFesA
233,Alex The Analyst,Best Course to Learn Statistics for Data Analysis,34433,www.youtube.com/watch?v=pYRG5X7110M
234,Alex The Analyst,DataQuest Review | Is it Worth it?,12192,www.youtube.com/watch?v=NViKsiGP4TY
235,Alex The Analyst,R vs Python | Which is Better for Data Analysis?,114082,www.youtube.com/watch?v=1gdKC5O0Pwc
236,Alex The Analyst,Advanced SQL Tutorial | String Functions + Use Cases,27885,www.youtube.com/watch?v=GQj6_6V_jVA
237,Alex The Analyst,Advanced SQL Tutorial | Temp Tables,46592,www.youtube.com/watch?v=RF0LE3hYFrI
238,Alex The Analyst,IBM Data Analyst Certificate Study Session,4783,www.youtube.com/watch?v=8o-O6pR6yAE
239,Alex The Analyst,IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?,63734,www.youtube.com/watch?v=eFDbE5Yunj0
240,Alex The Analyst,DataCamp Review | Is it Worth it?,83001,www.youtube.com/watch?v=D9bNctNnAig
241,Alex The Analyst,Best Python Course for Data Analysts,26167,www.youtube.com/watch?v=VsztBAEtC7c
242,Alex The Analyst,Top 5 Data Analyst Skills,17147,www.youtube.com/watch?v=T3KMZoXrVTQ
243,Alex The Analyst,Best Industries for Data Analysts in 2021 | Alex The Analyst Show | Episode 17,10577,www.youtube.com/watch?v=tJaDicmRW7s
244,Alex The Analyst,Top 5 Data Analyst Interview Mistakes,16946,www.youtube.com/watch?v=hfRcaRw_atI
245,Alex The Analyst,2020 Year End Review + Upcoming Giveaway Details,1497,www.youtube.com/watch?v=aPDOGxrONy0
246,Alex The Analyst,Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,25078,www.youtube.com/watch?v=w25ZjL0OqT4
247,Alex The Analyst,Solving Medium Level SQL LeetCode Questions | Part 2/3,7298,www.youtube.com/watch?v=EWPeAXrF3zg
248,Alex The Analyst,Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,26722,www.youtube.com/watch?v=ru0Xdvxd37Q
249,Alex The Analyst,Data Engineer vs Data Analyst | Which Is Right For You?,33419,www.youtube.com/watch?v=BAVPAYWAoC4
250,Alex The Analyst,How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,2038,www.youtube.com/watch?v=whgwEwA5SHU
251,Alex The Analyst,Advanced SQL Tutorial | CTE (Common Table Expression),70681,www.youtube.com/watch?v=K1WeoKxLZ5o
252,Alex The Analyst,"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",15366,www.youtube.com/watch?v=0HRgbb1PcDQ
253,Alex The Analyst,Intermediate SQL Tutorial | Partition By,45921,www.youtube.com/watch?v=D6XNlTfglW4
254,Alex The Analyst,Data Analyst Q/A LIVE #5 | AMA,2759,www.youtube.com/watch?v=MQ5UUNjWgug
255,Alex The Analyst,Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,15612,www.youtube.com/watch?v=JikLVP9DkPs
256,Alex The Analyst,Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,10470,www.youtube.com/watch?v=yzqpYs7dIqY
257,Alex The Analyst,Top 3 Tips on Using LinkedIn to Land a Job,60396,www.youtube.com/watch?v=7uH7_DThtX0
258,Alex The Analyst,What is No Code Analytics? | Alex The Analyst Show | Episode 10,3012,www.youtube.com/watch?v=GGLF2jLo8J4
259,Alex The Analyst,Solving LeetCode SQL Interview Questions | Part 1/3,16684,www.youtube.com/watch?v=BGBXnNvWdQ4
260,Alex The Analyst,What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,7618,www.youtube.com/watch?v=PurMLMKNX0I
261,Alex The Analyst,Data Analyst Skills Path | What Skills You NEED to Know,49733,www.youtube.com/watch?v=pvxNYyJuiqA
262,Alex The Analyst,Data Analyst Q&A LIVE #4,3027,www.youtube.com/watch?v=rZpfNh28nFI
263,Alex The Analyst,Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,10074,www.youtube.com/watch?v=brxnKIy6Cek
264,Alex The Analyst,Top 10 Udemy Courses for Data Analysts,79920,www.youtube.com/watch?v=ySq0cgkZiX4
265,Alex The Analyst,Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,124850,www.youtube.com/watch?v=aJ9Q10v8Nrc
266,Alex The Analyst,Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,3180,www.youtube.com/watch?v=C2ik_qR5GOU
267,Alex The Analyst,Top 10 Coursera Courses for Data Analysts,75989,www.youtube.com/watch?v=mLUzFXPPa4I
268,Alex The Analyst,Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,5371,www.youtube.com/watch?v=XmFhpoS6Etk
269,Alex The Analyst,Data Analyst Expectations vs Reality,72731,www.youtube.com/watch?v=1xT68oeQTd0
270,Alex The Analyst,Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,6375,www.youtube.com/watch?v=eTsHJoMmhYQ
271,Alex The Analyst,Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,27262,www.youtube.com/watch?v=8SolrjsGqzE
272,Alex The Analyst,Top 5 Reasons You'll Be a Good Data Analyst,11248,www.youtube.com/watch?v=SKsjWzzz4mY
273,Alex The Analyst,How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,287237,www.youtube.com/watch?v=Z2AachB309o
274,Alex The Analyst,Top 5 Reasons Data Analytics is a Good Career Choice,26568,www.youtube.com/watch?v=_gP-DH0iZLw
275,Alex The Analyst,The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,12003,www.youtube.com/watch?v=-Inc1be4zSg
276,Alex The Analyst,Top 5 Reasons Not to Lie on Your Resume,8199,www.youtube.com/watch?v=CsMh7Ykmnw4
277,Alex The Analyst,Live Data Analyst Q&A #3,2278,www.youtube.com/watch?v=ho2vzKPAD50
278,Alex The Analyst,Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,110306,www.youtube.com/watch?v=5MZo2RoS8Yo
279,Alex The Analyst,Top 5 Reasons Not to Become a Data Analyst,622144,www.youtube.com/watch?v=M2ySRYpo9S0
280,Alex The Analyst,Data Analyst Bootcamps | Are They Worth It?,19063,www.youtube.com/watch?v=ncXgqGePvwI
281,Alex The Analyst,What Does a Data Analyst Actually Do?,398458,www.youtube.com/watch?v=ywZXpfdqg1o
282,Alex The Analyst,Data Analyst Question and Answer | Answering Your YouTube Questions,3233,www.youtube.com/watch?v=IqQCBytyATo
283,Alex The Analyst,Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,38748,www.youtube.com/watch?v=MpIi4HtCiVk
284,Alex The Analyst,Data Analyst vs Business Analyst | Which Is Right For You?,565790,www.youtube.com/watch?v=G4syHs3M82E
285,Alex The Analyst,Best Free Online Courses for Data Analysts,41120,www.youtube.com/watch?v=appOFpF2pFg
286,Alex The Analyst,Best Online Courses for Data Analysts,141536,www.youtube.com/watch?v=B2SPC3Wz1R8
287,Alex The Analyst,Data Scientist vs Data Analyst | Which Is Right For You?,562902,www.youtube.com/watch?v=fUpChfNN5Uo
288,Alex The Analyst,Intermediate SQL Tutorial | Aliasing,20376,www.youtube.com/watch?v=Dk7he_yEs4U
289,Alex The Analyst,Data Analyst Q&A LIVE,6304,www.youtube.com/watch?v=LJtFgnHGAos
290,Alex The Analyst,Data Analyst Interviews | Salary Negotiation,13510,www.youtube.com/watch?v=ziurEoqEcO4
291,Alex The Analyst,Data Analyst Interview Questions | What To Say vs What NOT To Say,29343,www.youtube.com/watch?v=rLKC--8UYSw
292,Alex The Analyst,SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,65400,www.youtube.com/watch?v=sua7xKN0cPc
293,Alex The Analyst,Data Analyst Interview Questions | Phone + In-Person Interview Questions,45879,www.youtube.com/watch?v=fweZQqB0nwQ
294,Alex The Analyst,Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),13187,www.youtube.com/watch?v=oXAwKZWfbW0
295,Alex The Analyst,Intermediate SQL Tutorial | Updating/Deleting Data,19947,www.youtube.com/watch?v=bhnrIforc7s
296,Alex The Analyst,Intermediate SQL Tutorial | Having Clause,24496,www.youtube.com/watch?v=tYBOMw7Ob8E
297,Alex The Analyst,Intermediate SQL Tutorial | Case Statement | Use Cases,55472,www.youtube.com/watch?v=Twusw__OzA8
298,Alex The Analyst,Intermediate SQL Tutorial | Unions | Union Operator,43621,www.youtube.com/watch?v=lYKkro6rKm0
299,Alex The Analyst,Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,85295,www.youtube.com/watch?v=9URM1_2S0ho
300,Alex The Analyst,Day in the Life of a Data Analyst | Fortune 500 Edition,113264,www.youtube.com/watch?v=qzZU6LAtIig
301,Alex The Analyst,SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,47098,www.youtube.com/watch?v=LXwfzIRD-Ds
302,Alex The Analyst,SQL Basics Tutorial For Beginners | Where Statement | 3/4,49314,www.youtube.com/watch?v=A9TOuDZTPDU
303,Alex The Analyst,SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,74624,www.youtube.com/watch?v=PyYgERKq25I
304,Alex The Analyst,SQL Basics Tutorial For Beginners | Installing SQL Server Management Studio and Create Tables | 1/4,276223,www.youtube.com/watch?v=RSlqWnP-Dy8
305,Alex The Analyst,Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary,19064,www.youtube.com/watch?v=9o9loJpG-t4
306,Alex The Analyst,Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,15530,www.youtube.com/watch?v=Lacbh0VoT3g
307,Alex The Analyst,Data Analyst Salary in 2020,7128,www.youtube.com/watch?v=oZKs2xMbXQE
308,Alex The Analyst,Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters,7423,www.youtube.com/watch?v=N8f7NtDpbxA
309,Alex The Analyst,Switching Careers to Become a Data Analyst | How I Made the Switch,40237,www.youtube.com/watch?v=wcKzdRVsMOw
310,Alex The Analyst,Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,60055,www.youtube.com/watch?v=Ns-8Jsa3mEM
311,Alex The Analyst,Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,45849,www.youtube.com/watch?v=4rfr6A3lO-Y
312,Alex The Analyst,Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,9172,www.youtube.com/watch?v=OTq2NRy_AGs
313,Alex The Analyst,Data Analyst Salary | 100k with No Experience,46513,www.youtube.com/watch?v=ya28cb3zFGE
314,Alex The Analyst,Truth About Big Companies | Told by a Fortune 500 Data Analyst,5648,www.youtube.com/watch?v=Hsi2BG0SOiQ
315,Alex The Analyst,Top 3 Data Analyst Skills in 2020,22734,www.youtube.com/watch?v=6lQzbk6_OTw
